District,Year,Season,Unemployment_Rate,Average_Income,Education_Level,Population_Density,Police_Presence,Crime_Rate
District_16,2023,Winter,13.73,43910.0,14.9,1892.0,Low,49.79
District_7,2018,Fall,3.12,58032.0,12.0,3908.0,Low,31.23
District_4,2024,Fall,11.13,71617.0,13.1,3012.0,Low,39.98
District_1,2023,Summer,8.73,79022.0,15.6,1528.0,Low,39.84
District_5,2024,Fall,4.93,50229.0,9.6,579.0,Low,32.82
District_10,2020,Spring,6.85,47345.0,15.6,2227.0,Low,34.39
District_5,2023,Winter,5.7,24544.0,8.7,2965.0,Low,39.18
District_4,2020,Summer,13.53,20764.0,12.8,1324.0,Low,59.47
District_2,2024,Winter,8.78,56528.0,15.4,2365.0,Low,33.15
District_20,2016,Spring,9.76,23928.0,9.9,3268.0,Low,57.03
District_10,2016,Spring,10.12,42823.0,15.7,3717.0,High,46.71
District_19,2023,Fall,10.68,20216.0,9.7,737.0,Low,55.03
District_1,2016,Fall,8.95,56914.0,16.0,3489.0,Low,37.11
District_5,2019,Fall,3.21,45525.0,12.7,755.0,Low,23.83
District_13,2019,Winter,7.02,27621.0,14.8,627.0,Low,23.16
District_4,2016,Spring,5.21,37782.0,17.2,1186.0,High,24.59
District_16,2016,Summer,11.16,54180.0,12.1,3441.0,Low,55.57
District_16,2021,Fall,3.68,59403.0,10.3,738.0,Low,25.85
District_2,2021,Winter,9.77,47740.0,16.7,594.0,Low,28.8
District_17,2020,Fall,5.53,68238.0,9.6,1031.0,Low,34.07
District_20,2023,Spring,14.39,26746.0,14.3,4774.0,High,50.01
District_12,2017,Summer,7.03,25073.0,17.2,4583.0,High,40.27
District_18,2017,Spring,6.9,22655.0,14.7,889.0,Low,40.47
District_3,2016,Winter,14.08,52150.0,10.0,1868.0,Low,48.38
District_1,2018,Fall,8.01,62374.0,9.5,4763.0,Low,59.57
District_1,2016,Spring,14.55,27831.0,10.5,940.0,Low,54.09
District_19,2021,Winter,3.29,58337.0,11.9,926.0,Low,14.81
District_11,2020,Fall,6.68,48617.0,9.6,887.0,Low,41.34
District_5,2016,Summer,10.99,79241.0,16.0,4894.0,Low,54.47
District_12,2022,Spring,13.69,63048.0,11.6,3844.0,Low,57.59
District_3,2018,Fall,6.08,59448.0,17.4,1465.0,Low,22.71
District_1,2022,Fall,14.17,54227.0,16.4,707.0,Low,45.06
District_1,2020,Fall,10.13,79842.0,17.1,4844.0,High,44.94
District_8,2020,Fall,12.61,78828.0,10.9,2415.0,Low,52.6
District_10,2019,Spring,7.77,52287.0,13.7,3193.0,High,34.3
District_11,2015,Fall,5.55,47311.0,11.2,1756.0,High,22.71
District_12,2022,Winter,13.93,47727.0,10.6,3913.0,Low,56.82
District_13,2019,Spring,14.2,45701.0,14.1,1386.0,Low,51.34
District_12,2021,Fall,8.97,51884.0,16.2,4041.0,Low,39.35
District_14,2014,Spring,3.08,36415.0,8.9,1538.0,High,18.24
District_2,2018,Winter,4.32,75607.0,10.8,941.0,Low,15.92
District_19,2014,Winter,9.88,49414.0,10.1,2655.0,Low,52.67
District_18,2023,Spring,3.29,70520.0,16.0,4159.0,Low,37.48
District_3,2024,Fall,7.76,48518.0,17.3,2232.0,Low,28.12
District_17,2021,Fall,6.64,63097.0,8.8,630.0,Low,31.1
District_8,2021,Winter,11.57,40213.0,11.8,2990.0,High,36.17
District_10,2014,Fall,3.67,57488.0,17.1,3562.0,Low,29.22
District_2,2022,Winter,8.86,49902.0,11.4,3833.0,Low,41.07
District_19,2015,Fall,9.95,42027.0,15.1,2309.0,Low,54.62
District_9,2022,Winter,10.41,72893.0,9.0,937.0,Low,33.53
District_7,2014,Summer,7.86,26763.0,12.4,3129.0,Low,61.66
District_4,2023,Fall,6.65,49215.0,13.0,1983.0,High,31.97
District_18,2022,Fall,11.19,31662.0,15.6,4761.0,High,46.62
District_13,2017,Fall,13.17,71663.0,10.9,2762.0,High,41.35
District_11,2022,Spring,11.32,35208.0,10.6,2625.0,Low,50.96
District_4,2020,Fall,14.19,58006.0,11.0,1891.0,Low,66.12
District_4,2024,Spring,11.61,29934.0,13.6,2025.0,Low,54.65
District_10,2019,Spring,12.18,44295.0,16.8,2807.0,Low,50.93
District_5,2018,Winter,5.01,73961.0,16.3,1880.0,High,2.0
District_9,2024,Spring,8.03,29964.0,8.6,4515.0,High,42.09
District_3,2022,Spring,8.82,59792.0,16.8,2476.0,High,25.87
District_17,2015,Summer,6.08,32271.0,9.0,1814.0,Low,47.93
District_3,2024,Fall,9.34,44945.0,12.2,1199.0,Low,42.37
District_16,2015,Spring,6.49,52437.0,15.7,3526.0,Low,35.36
District_4,2024,Fall,11.25,54638.0,8.8,616.0,High,39.57
District_18,2022,Spring,8.64,56151.0,8.4,2525.0,High,40.85
District_17,2016,Winter,8.51,58408.0,11.3,2976.0,Low,34.15
District_7,2021,Summer,14.8,36306.0,15.3,2029.0,High,47.4
District_5,2024,Spring,7.71,44082.0,13.2,3874.0,High,32.25
District_12,2022,Fall,7.35,22239.0,12.2,3540.0,High,33.68
District_17,2021,Winter,6.82,66125.0,16.1,4871.0,Low,31.29
District_13,2017,Fall,13.74,70226.0,15.7,2789.0,High,51.53
District_3,2014,Winter,8.96,31954.0,15.9,2920.0,High,25.81
District_9,2017,Summer,10.2,32087.0,12.6,1606.0,Low,47.41
District_17,2022,Winter,5.17,22522.0,8.2,2235.0,High,22.84
District_17,2015,Fall,9.49,78223.0,9.7,621.0,High,36.94
District_20,2016,Fall,6.3,68431.0,15.4,3602.0,Low,34.48
District_16,2023,Spring,11.77,41642.0,15.5,1902.0,Low,43.31
District_13,2021,Winter,12.99,48914.0,17.7,2932.0,High,24.56
District_19,2019,Fall,11.58,37518.0,9.9,1647.0,High,41.69
District_17,2021,Spring,11.76,55835.0,9.2,3295.0,High,38.44
District_4,2020,Summer,9.15,63039.0,9.4,2514.0,Low,52.65
District_12,2018,Fall,11.55,46842.0,9.8,2668.0,Low,52.89
District_9,2022,Spring,8.07,72416.0,13.3,4742.0,High,23.79
District_19,2017,Fall,10.82,51022.0,17.8,3678.0,Low,55.99
District_12,2019,Winter,6.11,28655.0,13.9,1679.0,High,29.8
District_9,2015,Spring,3.84,57337.0,13.2,2768.0,Low,31.35
District_7,2015,Winter,7.96,47734.0,14.7,2600.0,High,30.49
District_14,2015,Summer,8.54,76140.0,8.7,4078.0,Low,54.57
District_20,2023,Winter,6.08,43514.0,16.2,4250.0,Low,22.53
District_19,2020,Spring,11.73,44172.0,14.5,1775.0,High,36.29
District_15,2015,Fall,3.88,59046.0,9.7,4195.0,Low,35.56
District_16,2015,Spring,5.67,51619.0,14.3,1308.0,High,12.57
District_5,2022,Winter,11.98,42467.0,14.0,3932.0,High,38.43
District_3,2020,Winter,8.25,79386.0,8.6,1620.0,Low,28.19
District_12,2024,Fall,11.46,38131.0,10.7,1841.0,High,43.73
District_20,2016,Summer,9.81,36652.0,11.9,4336.0,Low,63.79
District_4,2016,Spring,14.41,71866.0,10.4,2390.0,Low,64.46
District_16,2020,Fall,10.17,20202.0,10.4,4958.0,Low,61.68
District_7,2018,Fall,3.18,32075.0,13.7,1184.0,Low,22.35
District_13,2023,Fall,7.23,55427.0,12.7,2585.0,High,27.13
District_10,2019,Spring,4.72,29747.0,14.7,3796.0,Low,35.94
District_7,2021,Spring,14.1,79148.0,17.6,524.0,High,42.87
District_14,2022,Spring,4.25,47852.0,14.6,1183.0,Low,25.85
District_5,2014,Summer,7.65,55842.0,13.8,592.0,Low,41.25
District_3,2016,Fall,5.71,29622.0,16.5,4968.0,Low,48.71
District_11,2024,Winter,13.16,37363.0,14.3,3923.0,Low,58.63
District_11,2020,Winter,6.7,56877.0,9.7,2181.0,Low,33.14
District_18,2019,Fall,14.9,52973.0,11.1,1203.0,Low,55.02
District_15,2020,Winter,3.46,67062.0,15.3,907.0,Low,10.53
District_12,2021,Summer,4.54,36154.0,15.4,2894.0,Low,32.81
District_9,2019,Summer,5.7,59213.0,17.9,4892.0,Low,46.6
District_10,2016,Spring,12.73,37459.0,14.3,3536.0,Low,70.25
District_12,2015,Spring,13.54,55205.0,17.0,2143.0,Low,55.77
District_17,2020,Spring,3.86,56302.0,8.5,2754.0,Low,35.02
District_6,2024,Spring,3.39,27310.0,13.7,4995.0,High,23.27
District_7,2014,Spring,11.93,52918.0,17.2,2834.0,High,34.43
District_14,2016,Winter,4.6,20716.0,10.9,4839.0,Low,41.05
District_13,2024,Winter,4.6,50073.0,9.5,574.0,High,11.45
District_8,2017,Spring,3.27,61851.0,11.5,3744.0,Low,31.99
District_10,2014,Summer,3.6,24370.0,15.9,3322.0,Low,41.31
District_9,2018,Winter,6.16,76323.0,8.8,3584.0,High,23.93
District_18,2023,Summer,3.78,47525.0,14.0,3068.0,Low,49.14
District_2,2016,Summer,7.43,76305.0,9.4,699.0,Low,51.24
District_5,2015,Fall,12.99,26444.0,12.4,1173.0,High,43.13
District_5,2016,Fall,6.92,76994.0,17.7,4650.0,Low,42.19
District_6,2021,Spring,11.73,26552.0,10.0,1548.0,High,37.09
District_19,2019,Summer,4.13,47690.0,8.3,4968.0,Low,54.43
District_8,2020,Winter,10.91,76280.0,12.3,3558.0,Low,43.66
District_16,2019,Fall,6.8,33962.0,13.8,2500.0,Low,36.12
District_13,2019,Fall,12.0,22087.0,11.0,4640.0,High,60.39
District_1,2016,Summer,4.64,67587.0,13.4,4077.0,Low,35.14
District_20,2021,Fall,13.77,55753.0,17.5,2430.0,Low,50.17
District_17,2020,Fall,5.91,50835.0,11.1,809.0,High,24.19
District_7,2020,Winter,7.24,22061.0,11.1,4407.0,Low,35.46
District_13,2019,Summer,14.4,59194.0,12.8,3943.0,Low,66.92
District_4,2018,Fall,9.94,30297.0,13.2,4058.0,Low,49.82
District_4,2023,Summer,7.39,75872.0,8.0,3852.0,Low,48.57
District_6,2021,Fall,14.4,61144.0,14.2,1741.0,Low,52.39
District_19,2018,Winter,6.95,62422.0,18.0,4365.0,Low,21.65
District_12,2022,Summer,4.14,33955.0,10.9,510.0,High,23.32
District_7,2022,Fall,14.96,72845.0,14.3,1568.0,Low,51.0
District_10,2014,Winter,6.21,52264.0,8.0,710.0,Low,26.95
District_19,2019,Fall,13.22,71425.0,14.0,998.0,Low,41.51
District_7,2020,Summer,4.99,36257.0,12.5,2896.0,High,26.47
District_3,2016,Fall,11.78,65328.0,13.3,668.0,High,28.25
District_13,2020,Summer,9.29,54474.0,13.4,1316.0,Low,35.88
District_13,2024,Summer,14.77,22905.0,9.8,1547.0,High,54.13
District_18,2024,Fall,9.63,44321.0,15.7,3449.0,Low,53.23
District_20,2020,Winter,3.3,31035.0,13.6,2610.0,High,7.15
District_8,2024,Spring,10.25,41550.0,10.7,2563.0,Low,54.92
District_9,2015,Winter,4.74,43001.0,17.4,3958.0,Low,20.2
District_7,2020,Winter,12.58,48496.0,8.1,2555.0,Low,53.24
District_1,2014,Fall,13.28,56017.0,15.3,2068.0,High,53.89
District_3,2018,Winter,8.79,54259.0,11.8,4831.0,High,36.46
District_13,2022,Winter,12.4,22339.0,13.2,537.0,Low,42.07
District_17,2020,Spring,4.74,65041.0,10.9,1874.0,Low,30.0
District_1,2020,Winter,8.9,76951.0,11.2,3242.0,High,30.67
District_6,2024,Spring,7.73,40921.0,8.2,4023.0,Low,53.06
District_6,2015,Fall,10.34,30785.0,15.3,4174.0,High,44.77
District_12,2021,Spring,3.53,52400.0,15.1,707.0,Low,19.64
District_13,2016,Summer,12.03,62295.0,14.5,3691.0,High,48.9
District_13,2021,Summer,3.95,60734.0,16.8,3741.0,Low,26.25
District_15,2016,Spring,10.88,56727.0,17.0,1463.0,Low,37.07
District_16,2023,Summer,3.22,28774.0,13.6,1007.0,High,32.14
District_11,2020,Fall,12.98,70209.0,14.8,3874.0,Low,58.06
District_5,2015,Summer,5.1,45537.0,8.1,1623.0,High,32.02
District_4,2017,Spring,9.19,33288.0,16.5,508.0,High,21.57
District_3,2024,Fall,6.14,25176.0,16.2,1506.0,Low,44.99
District_19,2019,Summer,11.67,45003.0,8.2,640.0,Low,53.03
District_20,2024,Fall,6.86,57078.0,13.4,1621.0,High,20.22
District_18,2022,Spring,11.7,59923.0,17.1,2008.0,Low,44.08
District_15,2018,Summer,6.42,77764.0,9.8,1721.0,Low,37.03
District_9,2022,Fall,12.03,29189.0,11.5,4640.0,Low,53.02
District_17,2018,Fall,3.37,79146.0,11.3,1546.0,High,7.67
District_14,2023,Summer,6.4,59281.0,11.6,2604.0,High,32.37
District_15,2021,Fall,8.98,47254.0,8.4,4808.0,High,40.73
District_1,2014,Fall,3.54,73292.0,10.8,4456.0,High,17.67
District_3,2020,Spring,5.23,61669.0,10.9,1892.0,Low,25.23
District_16,2017,Spring,14.21,40923.0,16.7,1969.0,Low,51.72
District_11,2018,Spring,14.72,73045.0,11.5,3170.0,High,47.19
District_12,2019,Spring,11.88,59997.0,12.5,4630.0,Low,60.31
District_10,2018,Spring,6.03,61930.0,11.8,545.0,High,13.59
District_16,2014,Spring,6.13,73783.0,9.2,2269.0,High,24.92
District_8,2022,Summer,10.75,46905.0,17.9,4324.0,Low,51.55
District_6,2015,Spring,4.41,59414.0,16.3,2347.0,Low,29.66
District_12,2022,Fall,14.38,64681.0,13.4,3740.0,Low,59.14
District_8,2023,Summer,5.7,47236.0,12.8,3614.0,Low,46.95
District_4,2015,Fall,15.0,25007.0,14.5,1425.0,High,54.68
District_8,2022,Spring,8.95,66286.0,11.3,2523.0,Low,43.73
District_18,2019,Spring,12.26,22869.0,8.5,3048.0,Low,67.33
District_5,2024,Fall,3.03,63075.0,12.0,3720.0,Low,25.67
District_9,2022,Fall,13.66,74653.0,17.8,4201.0,Low,45.43
District_4,2019,Fall,6.24,40818.0,9.8,3920.0,High,43.03
District_17,2019,Winter,11.02,26124.0,13.3,627.0,Low,40.63
District_9,2024,Winter,12.68,33972.0,8.1,3518.0,High,49.04
District_1,2015,Winter,4.97,53737.0,9.2,2738.0,Low,36.2
District_20,2021,Winter,8.31,76560.0,13.9,3082.0,Low,27.88
District_13,2016,Summer,8.93,50737.0,11.0,2178.0,High,37.19
District_16,2020,Spring,6.75,26764.0,17.1,3713.0,Low,45.04
District_13,2018,Fall,8.78,57667.0,12.1,3532.0,High,35.11
District_14,2016,Spring,6.81,63971.0,10.1,3108.0,High,27.89
District_3,2014,Fall,7.33,43597.0,13.5,4377.0,Low,40.11
District_6,2021,Spring,11.03,63291.0,15.9,959.0,High,33.48
District_18,2016,Summer,10.59,39489.0,8.2,1855.0,High,45.21
District_19,2015,Winter,5.79,67345.0,13.1,2728.0,Low,30.9
District_5,2014,Spring,13.77,40464.0,15.7,4814.0,Low,63.53
District_15,2017,Fall,13.35,35366.0,9.0,824.0,Low,63.48
District_2,2021,Spring,9.11,72751.0,17.0,2017.0,Low,26.43
District_10,2016,Summer,8.2,52908.0,10.6,4667.0,Low,41.57
District_18,2014,Summer,7.52,37109.0,9.7,4541.0,Low,65.93
District_13,2017,Spring,11.49,76105.0,13.9,4394.0,Low,55.65
District_5,2022,Winter,11.06,61451.0,9.8,1888.0,High,26.22
District_1,2014,Fall,5.35,33242.0,14.8,4311.0,Low,37.43
District_1,2024,Summer,11.06,56879.0,12.9,2774.0,High,44.77
District_18,2015,Summer,6.03,72222.0,9.1,3289.0,High,34.0
District_15,2022,Spring,3.22,61769.0,17.1,1575.0,Low,17.07
District_17,2015,Summer,11.39,34686.0,14.7,3680.0,Low,55.35
District_11,2016,Summer,10.74,58931.0,13.5,1975.0,Low,48.07
District_17,2020,Fall,7.93,57150.0,11.7,2047.0,High,33.12
District_13,2016,Winter,9.31,69251.0,9.3,3366.0,Low,40.71
District_1,2022,Fall,14.37,30688.0,15.1,1579.0,High,43.52
District_2,2019,Winter,10.14,61978.0,16.1,1510.0,High,18.11
District_9,2016,Fall,10.89,21642.0,9.3,2161.0,Low,66.93
District_3,2022,Spring,3.77,61771.0,12.9,4001.0,High,20.33
District_1,2014,Summer,4.99,77626.0,12.8,1511.0,High,25.13
District_16,2023,Winter,6.61,30463.0,11.5,4043.0,Low,51.91
District_6,2016,Spring,9.47,38678.0,15.9,3630.0,Low,50.33
District_17,2014,Summer,12.32,54972.0,9.0,3556.0,High,56.59
District_5,2015,Summer,6.85,63944.0,10.1,2636.0,Low,51.58
District_5,2021,Summer,7.28,40662.0,8.0,3856.0,High,52.6
District_6,2020,Fall,6.07,59856.0,11.7,561.0,Low,31.02
District_3,2015,Spring,6.06,73957.0,10.9,1875.0,High,16.12
District_5,2015,Spring,14.39,63594.0,16.7,3556.0,Low,53.65
District_5,2022,Summer,10.63,62661.0,15.5,4943.0,Low,59.43
District_10,2019,Winter,4.87,42918.0,8.8,511.0,Low,23.71
District_10,2018,Spring,11.67,74686.0,15.4,2795.0,High,33.78
District_19,2023,Fall,11.66,36639.0,14.8,4657.0,Low,65.97
District_17,2019,Winter,11.0,32317.0,10.8,4386.0,High,45.92
District_14,2022,Winter,4.62,41853.0,8.2,604.0,High,18.87
District_9,2024,Winter,7.9,59009.0,9.2,2883.0,High,22.21
District_14,2020,Winter,4.28,71701.0,10.5,519.0,Low,16.78
District_1,2023,Spring,12.8,27925.0,16.2,4053.0,High,49.72
District_19,2023,Summer,10.86,68828.0,12.7,1890.0,Low,53.11
District_13,2022,Winter,9.09,68769.0,17.2,3945.0,High,31.99
District_13,2017,Fall,7.12,55215.0,15.9,4752.0,Low,46.22
District_4,2015,Fall,5.21,65639.0,10.9,4892.0,High,29.29
District_1,2021,Summer,4.28,30913.0,16.5,4524.0,High,42.58
District_17,2017,Spring,14.63,30175.0,9.2,1419.0,High,49.75
District_8,2022,Summer,5.4,71768.0,8.4,1376.0,Low,43.07
District_2,2017,Winter,3.72,49889.0,14.1,3316.0,High,11.79
District_8,2021,Spring,14.54,34756.0,11.4,2948.0,Low,58.68
District_7,2022,Spring,9.59,61324.0,11.3,543.0,High,22.33
District_2,2022,Winter,12.56,73513.0,14.9,2263.0,Low,32.87
District_3,2023,Fall,3.53,57939.0,16.5,4580.0,High,19.99
District_18,2017,Winter,9.8,40841.0,11.2,4543.0,High,44.33
District_12,2014,Summer,7.78,48994.0,11.3,1418.0,Low,46.41
District_1,2016,Winter,12.26,65136.0,13.3,2219.0,High,22.32
District_12,2022,Fall,3.46,24050.0,14.5,3022.0,Low,38.73
District_5,2017,Winter,7.82,33030.0,10.0,4338.0,High,34.56
District_17,2018,Summer,12.59,47755.0,17.1,2894.0,Low,63.45
District_16,2020,Summer,9.27,56254.0,14.5,4857.0,Low,52.31
District_15,2018,Fall,9.6,40350.0,14.3,4096.0,High,36.46
District_15,2017,Summer,4.17,37903.0,17.0,4789.0,Low,50.72
District_5,2015,Summer,4.59,22483.0,17.1,3792.0,High,37.42
District_14,2015,Winter,11.12,21956.0,9.4,4449.0,Low,46.96
District_2,2017,Spring,11.1,36722.0,9.5,4240.0,Low,61.32
District_11,2023,Summer,14.75,51830.0,15.6,1642.0,Low,49.87
District_19,2023,Summer,11.54,53382.0,17.6,1533.0,High,42.66
District_7,2022,Fall,8.92,49642.0,14.7,4390.0,Low,42.79
District_6,2021,Fall,13.29,44593.0,12.1,881.0,High,35.79
District_2,2016,Winter,4.25,35137.0,14.8,2339.0,Low,31.48
District_6,2022,Winter,8.39,44042.0,10.3,4193.0,Low,45.73
District_18,2018,Summer,6.45,28326.0,18.0,4160.0,High,40.04
District_2,2024,Spring,4.26,26916.0,12.3,1125.0,Low,29.24
District_18,2016,Spring,12.16,37997.0,17.3,2695.0,Low,49.07
District_15,2018,Winter,9.13,79721.0,12.3,2659.0,Low,41.37
District_19,2023,Fall,9.68,39590.0,17.3,1957.0,High,33.46
District_2,2017,Summer,7.94,76187.0,11.4,4627.0,High,52.59
District_20,2021,Summer,8.52,43536.0,15.6,3439.0,High,38.51
District_6,2018,Spring,4.39,46341.0,17.5,4911.0,High,30.05
District_1,2023,Winter,11.08,67824.0,14.5,800.0,High,28.0
District_15,2021,Spring,8.19,25618.0,14.8,2275.0,Low,43.66
District_10,2022,Spring,12.8,30939.0,9.0,4258.0,Low,71.92
District_19,2017,Winter,5.36,78430.0,12.7,2402.0,High,10.41
District_17,2020,Fall,5.46,50355.0,16.9,1678.0,Low,33.58
District_5,2015,Summer,10.75,22659.0,10.4,4990.0,Low,62.84
District_4,2019,Fall,13.15,22843.0,15.9,4429.0,High,45.54
District_10,2021,Winter,8.67,74434.0,14.8,2959.0,High,21.82
District_17,2020,Winter,11.72,72402.0,10.2,3028.0,Low,43.66
District_10,2020,Summer,14.99,47504.0,10.8,531.0,High,45.58
District_17,2021,Fall,14.88,29793.0,12.3,4914.0,Low,74.03
District_20,2020,Summer,11.93,69817.0,9.3,4128.0,High,60.3
District_5,2018,Spring,11.88,39476.0,17.1,665.0,High,31.01
District_2,2020,Spring,5.97,45144.0,15.4,1293.0,High,25.85
District_6,2023,Spring,13.0,60949.0,11.6,4195.0,High,45.12
District_2,2016,Fall,7.86,41204.0,11.0,891.0,High,29.15
District_13,2018,Spring,14.54,57720.0,14.9,4738.0,High,50.77
District_11,2020,Summer,3.98,73117.0,12.2,5000.0,High,35.9
District_11,2022,Fall,8.23,67842.0,10.3,4489.0,Low,48.16
District_16,2015,Summer,9.67,42897.0,12.3,3825.0,High,36.92
District_11,2017,Winter,7.86,37276.0,16.7,2693.0,Low,38.43
District_19,2020,Fall,5.53,37131.0,8.7,871.0,High,27.74
District_15,2014,Summer,10.12,40915.0,11.7,3787.0,High,37.34
District_16,2015,Summer,12.07,49611.0,17.6,2286.0,High,49.07
District_11,2022,Fall,10.74,44996.0,8.1,3066.0,Low,63.52
District_16,2023,Winter,5.81,27980.0,16.9,1820.0,Low,20.5
District_8,2020,Fall,11.78,29807.0,11.7,1590.0,High,35.91
District_4,2023,Spring,6.08,40576.0,9.9,1959.0,High,34.82
District_8,2020,Spring,5.1,53724.0,8.1,4162.0,Low,48.76
District_4,2019,Winter,11.29,55560.0,8.7,2419.0,Low,47.85
District_3,2016,Summer,13.11,49172.0,9.7,1903.0,High,49.17
District_3,2023,Summer,8.78,64327.0,8.3,2448.0,Low,47.43
District_18,2016,Summer,9.38,64235.0,11.4,645.0,Low,47.38
District_19,2015,Fall,6.63,45658.0,8.4,4508.0,High,36.6
District_19,2024,Fall,8.94,27466.0,14.9,2983.0,Low,44.07
District_5,2019,Winter,4.58,51810.0,16.2,972.0,Low,21.33
District_18,2017,Spring,14.47,42888.0,16.9,1798.0,Low,57.17
District_10,2018,Summer,12.6,28275.0,13.5,4926.0,Low,76.06
District_6,2016,Spring,11.02,78909.0,17.5,3169.0,Low,32.65
District_1,2019,Fall,9.46,42185.0,8.1,1811.0,High,37.2
District_5,2024,Fall,12.51,57548.0,9.3,2419.0,High,43.84
District_9,2016,Fall,8.94,49408.0,10.9,1663.0,Low,43.9
District_12,2021,Spring,6.6,28570.0,15.9,643.0,High,15.89
District_14,2022,Winter,4.92,23333.0,16.9,4289.0,Low,34.66
District_2,2017,Winter,10.77,57546.0,14.2,1816.0,High,36.01
District_17,2022,Fall,14.15,34821.0,11.8,4273.0,High,50.18
District_14,2020,Summer,4.84,34619.0,14.7,2654.0,Low,41.16
District_13,2016,Spring,5.16,77419.0,9.8,1323.0,Low,35.72
District_9,2020,Fall,8.2,47706.0,12.6,4108.0,Low,46.91
District_15,2014,Spring,12.68,21766.0,13.1,2197.0,Low,52.29
District_15,2016,Spring,6.53,40391.0,9.0,3685.0,Low,47.16
District_11,2019,Winter,6.05,55069.0,8.3,4268.0,Low,41.99
District_16,2017,Fall,10.44,39714.0,15.5,4833.0,High,37.82
District_17,2020,Winter,9.43,21611.0,13.3,886.0,Low,41.82
District_4,2016,Fall,3.72,46659.0,11.3,538.0,Low,26.54
District_1,2014,Spring,3.98,26354.0,12.4,2968.0,High,23.19
District_8,2022,Winter,10.72,57150.0,17.6,1689.0,High,15.04
District_17,2019,Spring,8.58,57175.0,11.8,2611.0,Low,39.6
District_3,2021,Fall,14.65,22266.0,9.0,827.0,High,48.7
District_20,2016,Summer,11.14,37440.0,12.6,2757.0,High,41.9
District_15,2021,Winter,3.12,44821.0,14.5,1062.0,High,9.15
District_15,2015,Winter,8.77,53016.0,8.1,4274.0,High,36.41
District_14,2017,Spring,7.97,37764.0,11.3,3918.0,Low,53.6
District_14,2016,Spring,4.28,37265.0,11.9,833.0,Low,33.25
District_2,2023,Summer,14.08,78981.0,12.6,4264.0,Low,60.3
District_13,2014,Winter,12.66,22512.0,11.0,1962.0,Low,48.57
District_14,2020,Fall,5.76,79343.0,14.7,2088.0,Low,25.37
District_19,2024,Fall,6.07,22865.0,17.4,1309.0,Low,25.25
District_7,2023,Winter,3.38,37300.0,17.1,4259.0,High,17.42
District_3,2015,Winter,6.56,49621.0,14.6,2321.0,Low,29.11
District_15,2017,Winter,10.02,28598.0,13.1,720.0,Low,33.8
District_14,2022,Summer,8.05,28091.0,16.3,4848.0,Low,58.22
District_11,2019,Fall,14.63,35379.0,16.4,1651.0,Low,53.17
District_15,2021,Fall,3.67,78410.0,16.3,4713.0,High,26.43
District_13,2015,Spring,10.1,42807.0,9.6,1856.0,High,38.04
District_18,2020,Spring,13.3,53960.0,8.3,4241.0,Low,57.15
District_6,2019,Winter,8.77,62257.0,17.8,3489.0,High,29.83
District_3,2022,Spring,3.04,64533.0,17.6,4376.0,High,19.27
District_19,2020,Summer,5.91,61282.0,13.6,4893.0,High,31.89
District_15,2014,Fall,6.89,40216.0,17.9,4422.0,High,29.5
District_5,2021,Fall,14.59,26704.0,15.7,2316.0,Low,54.57
District_10,2024,Spring,13.94,36903.0,13.2,4165.0,Low,67.6
District_7,2023,Winter,14.39,32618.0,11.9,3702.0,Low,46.89
District_17,2016,Spring,12.91,28177.0,13.9,777.0,High,41.84
District_7,2015,Winter,7.22,21470.0,13.2,4684.0,High,24.13
District_12,2016,Summer,13.87,76144.0,17.9,2597.0,Low,43.68
District_17,2024,Fall,14.78,75262.0,12.9,1105.0,High,43.12
District_13,2019,Summer,7.2,23025.0,16.4,2414.0,Low,39.38
District_20,2016,Fall,6.13,30385.0,16.1,3214.0,High,32.75
District_4,2023,Summer,9.56,28370.0,8.7,3078.0,Low,64.99
District_10,2018,Spring,5.25,36873.0,8.9,3087.0,Low,39.74
District_3,2019,Summer,3.39,32244.0,14.6,1651.0,Low,36.44
District_9,2021,Summer,14.35,76751.0,10.6,3347.0,Low,71.18
District_13,2020,Spring,14.11,25050.0,14.6,4583.0,Low,59.9
District_18,2024,Fall,4.95,32700.0,9.4,2249.0,Low,44.08
District_15,2021,Fall,7.89,24843.0,12.0,3338.0,Low,45.16
District_4,2016,Spring,12.97,78823.0,9.0,1598.0,Low,50.39
District_15,2017,Summer,10.93,75105.0,10.8,717.0,Low,44.28
District_2,2019,Summer,7.74,62998.0,8.9,3136.0,Low,47.49
